day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
1,0.0,0.0,0,0.0,1.0,0.32,0.0,1.0,0.3,2.0,4.0,2.06,1.0,3.0,0.88,1.0,3.549999999999997,1.4,0.0,1.0,0.36,3.0,5.0,2.78,2.0,4.0,1.9,9.0,17.549999999999997,10.84,8000.0,8000.0,8000,0.0,0.0,0,0.0,0.0,0,3.0,3.0,3,0.0,0.0,0,1200.0,1200.0,1200,450.0,650.0,474,0.0,0.0,0,40.0,40.0,40,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,1,300.0,300.0,300,100.0,300.0,124,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,0.0,0,0.0,2.0,0.44,0.0,1.0,0.32,2.0,5.549999999999997,2.66,1.0,3.0,0.94,1.0,3.0,1.38,0.0,2.0,0.52,2.0,4.549999999999997,2.02,2.0,3.0,1.72,10.5,21.549999999999997,12.06,9600.0,9600.0,8864,20.0,20.0,20,0.0,0.0,0,5.0,5.0,5,20.0,50.0,24.8,2400.0,2400.0,2400,700.0,1000.0,770,0.0,0.0,0,80.0,80.0,80,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.62,200.0,200.0,200,100.0,400.0,146,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,4.8,0.0,0.5499999999999972,0.06,0.0,1.0,0.28,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.0,0,0.5,2.0,0.64,0.0,2.0,0.56,2.0,5.0,2.38,1.0,2.0,1.06,1.0,3.0,1.32,1.0,2.0,0.72,1.5,4.0,1.74,1.0,3.549999999999997,1.58,12.0,26.0,13.56,9600.0,9600.0,9120,0.0,0.0,0,0.0,0.0,0,7.0,7.0,7,80.0,80.0,65.6,600.0,600.0,600,1000.0,1300.0,1048,0.0,0.0,0,120.0,120.0,120,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.56,,,,200.0,354.9999999999997,178,150.0,150.0,150,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,10.8,0.0,1.0,0.14,0.0,1.0,0.3,,,,30.0,30.0,30,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,0.0,0,1.0,2.0,0.64,0.0,1.0,0.48,2.0,5.0,2.48,1.0,3.0,1.02,1.0,3.0,1.28,1.0,2.0,0.82,1.0,3.0,1.62,2.0,4.0,1.66,13.0,20.549999999999997,12.36,9600.0,12000.0,9440,30.0,30.0,30,0.0,0.0,0,9.0,9.0,9,110.0,110.0,102.8,300.0,300.0,300,1150.0,1550.0,1182,0.0,3.0,1.02,160.0,160.0,160,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.62,,,,200.0,354.9999999999997,184,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,7.2,0.0,1.0,0.14,0.0,1.0,0.2,0.0,0.0,0.04,,,,,,,1500.0,1500.0,1500,0.0,3.0,1.02,0.0,1.0,0.38,0.0,1.0,0.34,0.0,1.0,0.28,,,,,,,,,,,,,,,,,,
5,0.0,0.0,0,0.0,2.0,0.62,0.0,1.5499999999999972,0.42,2.0,4.0,2.2,1.0,3.0,0.94,1.0,3.549999999999997,1.3,1.0,2.0,0.9,1.0,3.549999999999997,1.7,2.0,3.549999999999997,1.92,11.5,23.19999999999999,12.3,9600.0,12000.0,9888,0.0,0.0,0,0.0,0.0,0,11.0,11.0,11,110.0,140.0,112.2,1500.0,1500.0,1500,1500.0,1854.9999999999995,1516,0.0,3.0,1.02,200.0,200.0,200,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.56,,,,200.0,454.9999999999997,184,200.0,200.0,200,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,5.8,0.0,1.0,0.1,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,0.0,30.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.0,0,0.0,2.0,0.52,0.0,2.0,0.48,2.0,5.0,2.4,1.0,2.0,1.02,1.0,3.549999999999997,1.22,1.0,2.0,0.72,2.0,4.0,2.04,1.0,3.0,1.6,13.0,24.099999999999994,13.38,8000.0,8000.0,8000,40.0,40.0,40,0.0,0.0,0,13.0,13.0,13,210.0,260.0,213.4,2700.0,2700.0,2700,1950.0,2350.0,1940,0.0,3.0,1.02,240.0,240.0,240,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.56,300.0,300.0,300,200.0,400.0,174,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,30.0,70.99999999999994,34.8,0.0,0.5499999999999972,0.06,0.0,1.0,0.36,0.0,0.0,0.02,30.0,30.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,0.0,0,0.0,2.0,0.46,0.0,2.549999999999997,0.54,2.5,4.549999999999997,2.38,1.0,3.0,1.28,1.0,3.0,1.26,1.0,2.0,0.76,1.0,3.549999999999997,1.52,2.0,3.0,1.8,16.5,34.29999999999998,18.02,8000.0,9600.0,8320,0.0,0.0,0,0.0,0.0,0,15.0,15.0,15,210.0,260.0,215.4,900.0,900.0,900,3010.0,3510.0,3004,0.0,3.0,1.02,0.0,0.0,0,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.62,,,,200.0,354.9999999999997,204,350.0,350.0,350,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,0.0,2,0.0,1.0,0.1,0.0,1.0,0.24,0.0,0.0,0.04,,,,3000.0,3000.0,3000,,,,,,,,,,,,,,,,560.0,560.0,560,50.0,50.0,50,50.0,50.0,50,,,,,,,,,
8,0.0,0.0,0,1.0,2.0,0.68,0.0,1.0,0.4,2.0,4.0,1.94,1.0,2.0,0.94,1.0,3.0,0.88,1.0,2.549999999999997,1,1.0,3.0,1.4,2.0,4.0,1.76,9.0,21.0,10.78,9600.0,9600.0,8960,0.0,0.0,0,0.0,0.0,0,17.0,17.0,17,210.0,260.0,219.4,100.0,100.0,100,3210.0,3764.9999999999995,3198,3.0,6.0,1.98,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,0.5,1.0,0.5,,,,200.0,354.9999999999997,194,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,50.0,4,0.0,1.0,0.22,0.0,1.0,0.24,0.0,0.0,0.04,,,,,,,1500.0,1500.0,1500,0.0,3.0,0.96,0.0,1.0,0.3,0.0,1.0,0.32,0.0,1.0,0.38,,,,,,,,,,,,,,,,,,
9,0.0,0.0,0,0.0,2.0,0.6,0.0,1.5499999999999972,0.42,2.0,4.0,1.94,1.0,2.549999999999997,1.18,1.0,3.0,1.06,1.0,2.549999999999997,0.94,1.0,3.549999999999997,1.52,1.0,3.0,1.34,9.5,21.549999999999997,10.94,9600.0,12000.0,9600,20.0,20.0,20,0.0,0.0,0,19.0,19.0,19,230.0,280.0,243,800.0,800.0,800,3310.0,3865.0,3310,3.0,6.0,1.98,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.56,,,,200.0,400.0,212,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,40.99999999999994,3.6,0.0,1.0,0.18,0.0,1.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,0.0,0,0.0,2.0,0.54,0.0,1.5499999999999972,0.44,2.0,4.0,2.32,1.0,2.0,0.74,1.0,4.0,1.36,0.5,2.0,0.62,1.0,3.0,1.48,1.0,4.0,1.5,11.0,21.0,12.42,9600.0,12000.0,10432,0.0,0.0,0,0.0,0.0,0,21.0,21.0,21,230.0,280.0,246,1500.0,1500.0,1500,3460.0,4115.0,3496,3.0,6.0,1.98,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.52,,,,100.0,300.0,136,150.0,150.0,150,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,27.499999999999858,3,0.0,1.0,0.08,0.0,1.0,0.36,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
